type,ent_ts,ent_px,qty,sl,tp,ent_idx,scale,exit_px,exit_ts,reason,pnl,equity
long,2023-02-03 10:11:00-05:00,12695.75,2.4,12558.5,12825.5,240667,2.4,12825.5,2023-02-03 10:24:00-05:00,TP,6221.424,249289.36599999995
long,2023-02-06 11:46:00-05:00,12569.25,2.4,12502.5,12628.5,242142,2.4,12553.75,2023-02-06 11:49:00-05:00,5m,-750.5759999999999,248538.78999999995
long,2023-02-07 12:24:00-05:00,12543.25,2.4,12488.75,12594.75,243559,2.4,12542.75,2023-02-07 12:29:00-05:00,5m,-30.576,248508.21399999995
long,2023-02-07 12:30:00-05:00,12550.0,2.4,12488.75,12594.75,243565,2.4,12594.75,2023-02-07 12:41:00-05:00,TP,2141.424,250649.63799999995
short,2023-02-08 10:00:00-05:00,12677.75,2.5,12752.0,12615.5,244795,2.5,12711.0,2023-02-08 10:15:00-05:00,VWAP,-1669.35,248980.28799999994
short,2023-02-10 13:00:00-05:00,12299.25,2.4,12394.0,12229.0,247735,2.4,12307.75,2023-02-10 13:04:00-05:00,5m,-414.576,248565.71199999994
long,2023-02-13 09:50:00-05:00,12434.5,2.4,12352.0,12506.0,248925,2.4,12506.0,2023-02-13 10:56:00-05:00,TP,3425.424,251991.13599999994
long,2023-02-15 09:50:00-05:00,12617.5,2.5,12552.25,12681.75,251685,2.5,12564.0,2023-02-15 09:53:00-05:00,VWAP,-2681.85,249309.28599999996
long,2023-02-15 11:27:00-05:00,12618.0,2.4,12552.25,12681.75,251782,2.4,12681.75,2023-02-15 13:45:00-05:00,TP,3053.424,252362.70999999996
short,2023-02-21 10:41:00-05:00,12218.5,2.5,12288.75,12152.25,257015,2.5,12202.5,2023-02-21 10:44:00-05:00,5m,793.15,253155.85999999996
long,2023-02-22 09:47:00-05:00,12164.25,2.5,12115.5,12210.5,258341,2.5,12143.0,2023-02-22 09:53:00-05:00,VWAP,-1069.35,252086.50999999995
long,2023-02-22 13:27:00-05:00,12163.25,2.5,12115.5,12210.5,258561,2.5,12115.5,2023-02-22 14:01:00-05:00,SL,-2394.35,249692.15999999997
long,2023-02-27 10:30:00-05:00,12146.75,2.4,12109.5,12177.0,262523,2.4,12148.25,2023-02-27 10:34:00-05:00,5m,65.424,249757.58399999997
short,2023-02-27 12:32:00-05:00,12108.25,2.4,12143.25,12075.75,262645,2.4,12104.0,2023-02-27 12:34:00-05:00,5m,197.424,249955.00799999997
long,2023-02-28 11:05:00-05:00,12099.0,2.4,12041.5,12155.5,263937,2.4,12085.5,2023-02-28 11:40:00-05:00,VWAP,-654.576,249300.43199999997
long,2023-02-28 12:05:00-05:00,12100.5,2.4,12041.5,12155.5,263997,2.4,12155.5,2023-02-28 13:04:00-05:00,TP,2633.424,251933.85599999997
short,2023-03-01 13:01:00-05:00,11999.0,2.5,12060.0,11948.0,265433,2.5,11948.0,2023-03-01 14:29:00-05:00,TP,2543.15,254477.00599999996
long,2023-03-03 10:10:00-05:00,12159.25,2.5,12111.5,12181.0,268022,2.5,12181.0,2023-03-03 10:13:00-05:00,TP,1080.65,255557.65599999996
long,2023-03-08 11:05:00-05:00,12219.5,2.5,12156.5,12275.5,272216,2.5,12179.0,2023-03-08 11:34:00-05:00,VWAP,-2031.85,253525.80599999995
long,2023-03-08 11:44:00-05:00,12216.5,2.5,12156.5,12275.5,272255,2.5,12190.0,2023-03-08 12:30:00-05:00,VWAP,-1331.85,252193.95599999995
short,2023-03-08 13:57:00-05:00,12150.25,2.5,12216.0,12097.0,272388,2.5,12189.0,2023-03-08 14:21:00-05:00,VWAP,-1944.35,250249.60599999997
short,2023-03-10 13:15:00-05:00,11891.5,2.5,12027.5,11761.5,275106,2.5,11880.25,2023-03-10 14:59:00-05:00,EOD,555.65,250805.25599999996
long,2023-03-14 10:22:00-04:00,12161.75,2.5,12070.5,12233.5,277691,2.5,12153.5,2023-03-14 13:11:00-04:00,VWAP,-419.35,250385.90599999996
long,2023-03-15 11:52:00-04:00,12280.5,2.5,12193.5,12359.0,279159,2.5,12267.0,2023-03-15 11:54:00-04:00,5m,-681.85,249704.05599999998
long,2023-03-15 13:34:00-04:00,12284.75,2.4,12193.5,12359.0,279261,2.4,12263.25,2023-03-15 13:39:00-04:00,5m,-1038.576,248665.47999999998
long,2023-03-15 13:54:00-04:00,12283.75,2.4,12193.5,12359.0,279281,2.4,12359.0,2023-03-15 14:27:00-04:00,TP,3605.424,252270.90399999998
long,2023-03-17 10:10:00-04:00,12767.75,2.5,12691.75,12836.25,281817,2.5,12755.0,2023-03-17 10:14:00-04:00,5m,-644.35,251626.55399999997
long,2023-03-20 11:53:00-04:00,12636.75,2.5,12552.25,12713.75,283300,2.5,12632.25,2023-03-20 11:54:00-04:00,5m,-231.85,251394.70399999997
long,2023-03-20 11:55:00-04:00,12635.75,2.5,12552.25,12713.75,283302,2.5,12616.5,2023-03-20 11:59:00-04:00,5m,-969.35,250425.35399999996
long,2023-03-21 10:02:00-04:00,12816.5,2.5,12774.0,12856.5,284569,2.5,12803.75,2023-03-21 10:04:00-04:00,5m,-644.35,249781.00399999996
long,2023-03-21 13:36:00-04:00,12816.25,2.4,12774.0,12856.5,284783,2.4,12808.75,2023-03-21 13:39:00-04:00,5m,-366.576,249414.42799999996
long,2023-03-22 09:52:00-04:00,12881.0,2.4,12851.25,12909.75,285939,2.4,12874.5,2023-03-22 10:11:00-04:00,VWAP,-318.576,249095.85199999996
long,2023-03-22 10:19:00-04:00,12880.75,2.4,12851.25,12909.75,285966,2.4,12909.75,2023-03-22 10:27:00-04:00,TP,1385.424,250481.27599999995
long,2023-03-23 10:04:00-04:00,12894.0,2.5,12847.25,12936.75,287331,2.5,12936.75,2023-03-23 10:15:00-04:00,TP,2130.65,252611.92599999998
short,2023-03-27 10:58:00-04:00,12873.25,2.5,12940.5,12821.0,290145,2.5,12821.0,2023-03-27 11:42:00-04:00,TP,2605.65,255217.57599999997
short,2023-03-28 12:20:00-04:00,12681.5,2.5,12777.25,12588.25,291607,2.5,12681.5,2023-03-28 12:24:00-04:00,5m,-6.8500000000000005,255210.72599999997
short,2023-03-28 13:33:00-04:00,12674.75,2.5,12777.25,12588.25,291680,2.5,12682.0,2023-03-28 14:59:00-04:00,EOD,-369.35,254841.376
long,2023-03-29 10:05:00-04:00,12923.75,2.5,12881.0,12959.0,292852,2.5,12908.5,2023-03-29 10:06:00-04:00,VWAP,-769.35,254072.02599999998
long,2023-03-29 12:14:00-04:00,12924.25,2.5,12881.0,12959.0,292981,2.5,12922.75,2023-03-29 12:19:00-04:00,5m,-81.85,253990.17599999998
long,2023-03-29 12:35:00-04:00,12922.25,2.5,12881.0,12959.0,293002,2.5,12900.0,2023-03-29 12:47:00-04:00,VWAP,-1119.35,252870.82599999997
long,2023-03-29 13:08:00-04:00,12922.5,2.5,12881.0,12959.0,293035,2.5,12901.5,2023-03-29 13:39:00-04:00,VWAP,-1056.85,251813.97599999997
long,2023-03-30 10:34:00-04:00,13083.75,2.5,13037.0,13122.0,294261,2.5,13068.5,2023-03-30 11:32:00-04:00,VWAP,-769.35,251044.626
long,2023-03-30 11:43:00-04:00,13086.5,2.5,13037.0,13122.0,294330,2.5,13070.0,2023-03-30 11:48:00-04:00,VWAP,-831.85,250212.77599999998
long,2023-03-30 11:57:00-04:00,13081.75,2.5,13037.0,13122.0,294344,2.5,13067.5,2023-03-30 12:01:00-04:00,VWAP,-719.35,249493.42599999998
long,2023-03-30 12:09:00-04:00,13081.25,2.4,13037.0,13122.0,294356,2.4,13074.25,2023-03-30 12:14:00-04:00,5m,-342.576,249150.84999999998
long,2023-03-31 09:48:00-04:00,13146.0,2.4,13080.25,13203.75,295595,2.4,13203.75,2023-03-31 11:45:00-04:00,TP,2765.424,251916.27399999998
long,2023-04-03 10:03:00-04:00,13254.75,2.5,13198.25,13297.25,296990,2.5,13233.0,2023-04-03 10:05:00-04:00,VWAP,-1094.35,250821.924
long,2023-04-03 10:20:00-04:00,13248.75,2.5,13198.25,13297.25,297007,2.5,13236.75,2023-04-03 10:39:00-04:00,VWAP,-606.85,250215.074
short,2023-04-04 11:27:00-04:00,13229.25,2.5,13296.25,13167.75,298453,2.5,13237.5,2023-04-04 11:29:00-04:00,5m,-419.35,249795.724
short,2023-04-10 09:57:00-04:00,12981.75,2.4,13050.25,12935.75,303416,2.4,12987.0,2023-04-10 09:59:00-04:00,5m,-258.576,249537.148
short,2023-04-10 10:28:00-04:00,12992.75,2.4,13050.25,12935.75,303447,2.4,13003.0,2023-04-10 10:30:00-04:00,VWAP,-498.57599999999996,249038.572
long,2023-04-10 12:32:00-04:00,13060.0,2.4,12993.0,13107.5,303571,2.4,13107.5,2023-04-10 12:41:00-04:00,TP,2273.424,251311.99599999998
long,2023-04-14 10:00:00-04:00,13221.0,2.5,13133.5,13298.0,308938,2.5,13192.75,2023-04-14 10:08:00-04:00,VWAP,-1419.35,249892.64599999998
short,2023-04-14 11:33:00-04:00,13132.25,2.4,13215.75,13051.25,309031,2.4,13138.25,2023-04-14 11:34:00-04:00,5m,-294.576,249598.06999999998
long,2023-04-18 09:51:00-04:00,13286.0,2.4,13259.0,13309.5,311688,2.4,13280.75,2023-04-18 09:54:00-04:00,5m,-258.576,249339.49399999998
long,2023-04-19 10:50:00-04:00,13134.75,2.4,13080.5,13185.0,313126,2.4,13128.75,2023-04-19 10:54:00-04:00,5m,-294.576,249044.91799999998
long,2023-04-19 10:55:00-04:00,13138.5,2.4,13080.5,13185.0,313131,2.4,13185.0,2023-04-19 12:11:00-04:00,TP,2225.424,251270.34199999998
long,2023-04-20 10:01:00-04:00,13114.75,2.5,13046.25,13177.25,314457,2.5,13116.75,2023-04-20 11:04:00-04:00,VWAP,93.15,251363.49199999997
long,2023-04-20 11:21:00-04:00,13119.75,2.5,13046.25,13177.25,314537,2.5,13116.0,2023-04-20 11:23:00-04:00,VWAP,-194.35,251169.142
long,2023-04-20 11:24:00-04:00,13116.75,2.5,13046.25,13177.25,314540,2.5,13114.25,2023-04-20 11:25:00-04:00,VWAP,-131.85,251037.292
long,2023-04-20 11:36:00-04:00,13118.0,2.5,13046.25,13177.25,314552,2.5,13177.25,2023-04-20 13:00:00-04:00,TP,2955.65,253992.94199999998
short,2023-04-21 10:44:00-04:00,13020.25,2.5,13074.0,13002.5,315880,2.5,13042.75,2023-04-21 10:59:00-04:00,VWAP,-1131.85,252861.092
long,2023-04-21 11:34:00-04:00,13078.25,2.5,13038.25,13109.75,315930,2.5,13073.75,2023-04-21 11:39:00-04:00,5m,-231.85,252629.242
long,2023-04-21 11:40:00-04:00,13076.0,2.5,13038.25,13109.75,315936,2.5,13109.75,2023-04-21 14:01:00-04:00,TP,1680.65,254309.892
short,2023-04-25 10:07:00-04:00,12969.0,2.5,13015.25,12942.25,318603,2.5,12942.25,2023-04-25 10:13:00-04:00,TP,1330.65,255640.542
long,2023-04-26 12:36:00-04:00,12968.5,2.5,12899.25,13014.75,320132,2.5,12964.75,2023-04-26 12:39:00-04:00,5m,-194.35,255446.19199999998
long,2023-04-26 12:52:00-04:00,12961.5,2.5,12899.25,13014.75,320148,2.5,12958.25,2023-04-26 12:54:00-04:00,5m,-169.35,255276.842
long,2023-04-26 12:55:00-04:00,12957.75,2.5,12899.25,13014.75,320151,2.5,12955.25,2023-04-26 12:59:00-04:00,5m,-131.85,255144.992
long,2023-04-26 13:00:00-04:00,12961.75,2.5,12899.25,13014.75,320156,2.5,12948.5,2023-04-26 13:08:00-04:00,VWAP,-669.35,254475.642
long,2023-04-27 10:09:00-04:00,13053.75,2.5,13013.5,13091.5,321365,2.5,13091.5,2023-04-27 10:16:00-04:00,TP,1880.65,256356.29200000002
long,2023-04-28 10:39:00-04:00,13253.5,2.5,13172.25,13315.75,322775,2.5,13247.5,2023-04-28 10:44:00-04:00,5m,-306.85,256049.442
long,2023-04-28 10:46:00-04:00,13249.25,2.5,13172.25,13315.75,322782,2.5,13220.25,2023-04-28 10:56:00-04:00,VWAP,-1456.85,254592.592
long,2023-04-28 11:47:00-04:00,13245.25,2.5,13172.25,13315.75,322843,2.5,13285.5,2023-04-28 14:59:00-04:00,EOD,2005.65,256598.242
long,2023-05-03 10:04:00-04:00,13225.25,2.5,13187.75,13255.75,326879,2.5,13214.0,2023-05-03 10:08:00-04:00,VWAP,-569.35,256028.892
long,2023-05-03 10:17:00-04:00,13222.5,2.5,13187.75,13255.75,326892,2.5,13212.0,2023-05-03 10:26:00-04:00,VWAP,-531.85,255497.04200000002
long,2023-05-03 10:50:00-04:00,13222.25,2.5,13187.75,13255.75,326925,2.5,13209.5,2023-05-03 10:53:00-04:00,VWAP,-644.35,254852.692
short,2023-05-03 11:27:00-04:00,13187.25,2.5,13221.75,13153.75,326962,2.5,13213.5,2023-05-03 11:56:00-04:00,VWAP,-1319.35,253533.342
short,2023-05-04 10:16:00-04:00,13033.5,2.5,13086.0,12982.0,328271,2.5,13058.0,2023-05-04 10:46:00-04:00,VWAP,-1231.85,252301.49200000003
short,2023-05-04 12:08:00-04:00,13032.5,2.5,13086.0,12982.0,328383,2.5,13058.0,2023-05-04 12:17:00-04:00,VWAP,-1281.85,251019.64200000002
long,2023-05-05 09:54:00-04:00,13175.75,2.5,13124.25,13215.75,329629,2.5,13215.75,2023-05-05 10:08:00-04:00,TP,1993.15,253012.79200000002
long,2023-05-08 12:17:00-04:00,13312.5,2.5,13270.5,13350.0,331152,2.5,13350.0,2023-05-08 13:39:00-04:00,TP,1868.15,254880.942
short,2023-05-09 13:38:00-04:00,13273.0,2.5,13296.5,13252.5,332611,2.5,13284.75,2023-05-09 13:54:00-04:00,VWAP,-594.35,254286.592
long,2023-05-10 10:06:00-04:00,13421.5,2.5,13321.25,13512.75,333779,2.5,13381.75,2023-05-10 10:19:00-04:00,VWAP,-1994.35,252292.24200000003
short,2023-05-11 10:33:00-04:00,13375.25,2.5,13433.25,13322.25,335186,2.5,13404.75,2023-05-11 10:47:00-04:00,VWAP,-1481.85,250810.39200000002
long,2023-05-11 11:53:00-04:00,13434.0,2.5,13377.75,13488.75,335266,2.5,13408.5,2023-05-11 13:46:00-04:00,VWAP,-1281.85,249528.54200000002
short,2023-05-15 10:35:00-04:00,13388.0,2.4,13419.5,13363.0,337948,2.4,13392.75,2023-05-15 10:36:00-04:00,VWAP,-234.576,249293.96600000001
short,2023-05-15 10:57:00-04:00,13389.5,2.4,13419.5,13363.0,337970,2.4,13392.0,2023-05-15 10:58:00-04:00,VWAP,-126.576,249167.39
short,2023-05-15 10:59:00-04:00,13384.5,2.4,13419.5,13363.0,337972,2.4,13391.75,2023-05-15 11:00:00-04:00,VWAP,-354.576,248812.814
long,2023-05-15 11:45:00-04:00,13419.75,2.4,13391.25,13447.75,338018,2.4,13447.75,2023-05-15 11:59:00-04:00,TP,1337.424,250150.238
long,2023-05-16 10:29:00-04:00,13505.0,2.5,13434.5,13572.5,339322,2.5,13497.25,2023-05-16 10:34:00-04:00,5m,-394.35,249755.88800000004
long,2023-05-16 10:48:00-04:00,13507.5,2.4,13434.5,13572.5,339341,2.4,13536.0,2023-05-16 14:59:00-04:00,EOD,1361.4239999999998,251117.31200000003
long,2023-05-17 11:17:00-04:00,13549.5,2.5,13512.25,13567.75,340750,2.5,13512.25,2023-05-17 11:22:00-04:00,SL,-1869.35,249247.96200000003
long,2023-05-17 11:39:00-04:00,13540.75,2.4,13512.25,13567.75,340772,2.4,13567.75,2023-05-17 12:32:00-04:00,TP,1289.424,250537.38600000003
long,2023-05-18 09:57:00-04:00,13716.0,2.5,13652.75,13771.75,342050,2.5,13771.75,2023-05-18 10:28:00-04:00,TP,2780.65,253318.03600000002
short,2023-05-19 10:36:00-04:00,13885.25,2.5,13929.0,13848.5,343469,2.5,13897.0,2023-05-19 10:38:00-04:00,VWAP,-594.35,252723.68600000002
short,2023-05-19 11:05:00-04:00,13872.5,2.5,13929.0,13848.5,343498,2.5,13894.5,2023-05-19 11:21:00-04:00,VWAP,-1106.85,251616.836
long,2023-05-22 09:49:00-04:00,13927.5,2.5,13847.0,13999.5,344802,2.5,13896.25,2023-05-22 10:07:00-04:00,VWAP,-1569.35,250047.48600000003
long,2023-05-22 11:24:00-04:00,13924.75,2.5,13847.0,13999.5,344897,2.5,13913.0,2023-05-22 11:29:00-04:00,5m,-594.35,249453.13600000003
short,2023-05-24 12:09:00-04:00,13615.0,2.4,13675.0,13566.5,347702,2.4,13613.0,2023-05-24 13:21:00-04:00,VWAP,89.424,249542.56000000003
long,2023-05-25 12:16:00-04:00,13971.75,2.4,13863.75,14067.75,349089,2.4,13948.25,2023-05-25 14:59:00-04:00,EOD,-1134.576,248407.98400000003
