type,ent_ts,ent_px,qty,sl,tp,ent_idx,scale,exit_px,exit_ts,reason,pnl,equity
long,2024-11-01 10:47:00-04:00,20182.5,3.2,20057.5,20272.5,860256,3.2,20272.5,2024-11-01 11:15:00-04:00,TP,5751.232,326381.5099999994
long,2024-11-04 11:36:00-05:00,20144.75,3.2,20013.0,20269.5,861685,3.2,20133.0,2024-11-04 11:38:00-05:00,VWAP,-760.768,325620.74199999945
long,2024-11-05 09:49:00-05:00,20249.5,3.2,20147.0,20338.5,862958,3.2,20247.25,2024-11-05 10:55:00-05:00,VWAP,-152.768,325467.97399999946
long,2024-11-06 10:32:00-05:00,20808.0,3.2,20670.0,20940.5,864381,3.2,20735.5,2024-11-06 10:50:00-05:00,VWAP,-4648.768,320819.2059999994
long,2024-11-06 11:51:00-05:00,20805.5,3.2,20670.0,20940.5,864460,3.2,20890.0,2024-11-06 14:59:00-05:00,EOD,5399.232000000001,326218.43799999944
long,2024-11-07 09:57:00-05:00,21098.0,3.2,21004.0,21181.5,865726,3.2,21181.5,2024-11-07 11:49:00-05:00,TP,5335.232,331553.66999999946
long,2024-11-08 13:21:00-05:00,21232.5,3.3,21185.5,21279.0,867310,3.3,21234.75,2024-11-08 14:59:00-05:00,EOD,139.458,331693.12799999944
long,2024-11-12 09:57:00-05:00,21246.5,3.3,21181.5,21301.5,869866,3.3,21221.0,2024-11-12 10:02:00-05:00,VWAP,-1692.0419999999997,330001.0859999995
short,2024-11-13 11:40:00-05:00,21122.0,3.3,21184.5,21093.5,871349,3.3,21131.5,2024-11-13 11:45:00-05:00,VWAP,-636.042,329365.04399999947
long,2024-11-13 12:25:00-05:00,21186.5,3.2,21139.0,21230.0,871394,3.2,21230.0,2024-11-13 12:58:00-05:00,TP,2775.2320000000004,332140.2759999995
short,2024-11-14 10:18:00-05:00,21070.0,3.3,21174.75,20983.25,872647,3.3,21106.25,2024-11-14 10:36:00-05:00,VWAP,-2401.542,329738.7339999995
short,2024-11-14 12:15:00-05:00,21073.0,3.2,21174.75,20983.25,872764,3.2,21097.0,2024-11-14 13:06:00-05:00,VWAP,-1544.7680000000003,328193.96599999943
short,2024-11-14 13:50:00-05:00,21071.75,3.2,21174.75,20983.25,872859,3.2,21069.25,2024-11-14 14:59:00-05:00,EOD,151.232,328345.19799999945
short,2024-11-20 12:54:00-05:00,20609.75,3.2,20756.0,20516.0,878323,3.2,20622.0,2024-11-20 12:55:00-05:00,VWAP,-792.768,327552.42999999947
short,2024-11-22 11:19:00-05:00,20767.25,3.2,20857.0,20693.0,880988,3.2,20777.0,2024-11-22 11:24:00-05:00,5m,-632.768,326919.6619999995
long,2024-11-22 12:55:00-05:00,20859.25,3.2,20775.0,20939.0,881084,3.2,20854.75,2024-11-22 12:59:00-05:00,5m,-296.76800000000003,326622.8939999995
long,2024-11-22 13:04:00-05:00,20863.25,3.2,20775.0,20939.0,881093,3.2,20862.25,2024-11-22 13:09:00-05:00,5m,-72.768,326550.12599999947
long,2024-11-22 13:20:00-05:00,20860.5,3.2,20775.0,20939.0,881109,3.2,20808.25,2024-11-22 14:15:00-05:00,VWAP,-3352.7680000000005,323197.3579999995
long,2024-11-28 10:01:00-05:00,20892.75,3.2,20874.0,20910.0,886430,3.2,20888.25,2024-11-28 10:04:00-05:00,5m,-296.76800000000003,322900.5899999995
long,2024-11-28 10:06:00-05:00,20892.5,3.2,20874.0,20910.0,886435,3.2,20886.5,2024-11-28 10:10:00-05:00,VWAP,-392.76800000000003,322507.82199999946
long,2024-11-28 10:18:00-05:00,20894.75,3.2,20874.0,20910.0,886447,3.2,20889.5,2024-11-28 10:37:00-05:00,VWAP,-344.76800000000003,322163.0539999995
long,2024-11-28 10:41:00-05:00,20892.25,3.2,20874.0,20910.0,886470,3.2,20891.75,2024-11-28 11:27:00-05:00,VWAP,-40.768,322122.2859999995
long,2024-12-02 09:49:00-05:00,21149.25,3.2,21026.5,21253.0,888713,3.2,21146.0,2024-12-02 10:57:00-05:00,VWAP,-216.768,321905.5179999995
long,2024-12-03 10:59:00-05:00,21207.0,3.2,21134.25,21272.75,890163,3.2,21199.0,2024-12-03 11:44:00-05:00,VWAP,-520.768,321384.74999999953
long,2024-12-03 11:45:00-05:00,21211.0,3.2,21134.25,21272.75,890209,3.2,21197.75,2024-12-03 12:09:00-05:00,VWAP,-856.7680000000001,320527.9819999995
long,2024-12-03 12:10:00-05:00,21205.5,3.2,21134.25,21272.75,890234,3.2,21197.25,2024-12-03 12:11:00-05:00,VWAP,-536.768,319991.2139999995
long,2024-12-03 12:12:00-05:00,21205.75,3.1,21134.25,21272.75,890236,3.1,21202.0,2024-12-03 12:28:00-05:00,VWAP,-240.994,319750.2199999995
long,2024-12-04 10:09:00-05:00,21437.25,3.1,21388.25,21485.25,891492,3.1,21485.25,2024-12-04 10:35:00-05:00,TP,2967.506,322717.7259999995
long,2024-12-05 12:36:00-05:00,21552.25,3.2,21518.75,21584.25,893019,3.2,21524.75,2024-12-05 13:19:00-05:00,VWAP,-1768.768,320948.9579999995
long,2024-12-10 09:48:00-05:00,21584.5,3.2,21505.5,21648.0,896991,3.2,21575.25,2024-12-10 09:49:00-05:00,5m,-600.768,320348.1899999995
long,2024-12-10 10:04:00-05:00,21577.5,3.2,21505.5,21648.0,897007,3.2,21546.0,2024-12-10 10:30:00-05:00,VWAP,-2024.7680000000003,318323.4219999995
long,2024-12-12 11:40:00-05:00,21698.0,3.1,21656.0,21737.5,899862,3.1,21700.25,2024-12-12 11:44:00-05:00,5m,131.006,318454.4279999995
long,2024-12-12 11:49:00-05:00,21697.0,3.1,21656.0,21737.5,899871,3.1,21681.75,2024-12-12 11:52:00-05:00,VWAP,-953.994,317500.4339999995
long,2024-12-12 12:04:00-05:00,21702.75,3.1,21656.0,21737.5,899886,3.1,21737.5,2024-12-12 12:58:00-05:00,TP,2146.006,319646.4399999995
long,2024-12-12 13:59:00-05:00,21697.0,3.1,21656.0,21737.5,900001,3.1,21690.5,2024-12-12 14:00:00-05:00,VWAP,-411.4940000000001,319234.9459999995
long,2024-12-13 09:46:00-05:00,21895.75,3.1,21790.0,22000.0,901128,3.1,21885.0,2024-12-13 09:49:00-05:00,5m,-674.994,318559.95199999947
long,2024-12-13 09:51:00-05:00,21895.5,3.1,21790.0,22000.0,901133,3.1,21878.5,2024-12-13 09:54:00-05:00,5m,-1062.494,317497.45799999946
long,2024-12-16 09:58:00-05:00,21960.5,3.1,21896.0,22006.0,902520,3.1,21932.5,2024-12-16 10:21:00-05:00,VWAP,-1744.494,315752.96399999945
long,2024-12-16 10:23:00-05:00,21966.25,3.1,21896.0,22006.0,902545,3.1,22006.0,2024-12-16 10:32:00-05:00,TP,2456.006,318208.96999999945
short,2024-12-17 10:42:00-05:00,21967.25,3.1,22061.5,21893.0,903944,3.1,21996.25,2024-12-17 10:44:00-05:00,5m,-1806.494,316402.47599999944
long,2024-12-18 11:28:00-05:00,22008.5,3.1,21913.25,22091.75,905366,3.1,21992.0,2024-12-18 12:39:00-05:00,VWAP,-1031.494,315370.98199999944
long,2024-12-18 12:48:00-05:00,22003.0,3.1,21913.25,22091.75,905446,3.1,21989.75,2024-12-18 13:39:00-05:00,VWAP,-829.994,314540.98799999943
short,2024-12-19 11:53:00-05:00,21552.75,3.1,21697.75,21438.25,906771,3.1,21586.5,2024-12-19 11:56:00-05:00,VWAP,-2100.994,312439.9939999994
long,2024-12-20 10:12:00-05:00,21319.5,3.1,21184.25,21433.75,908050,3.1,21433.75,2024-12-20 10:28:00-05:00,TP,7075.006,319514.9999999994
long,2024-12-23 12:11:00-05:00,21685.75,3.1,21606.5,21744.5,909549,3.1,21672.0,2024-12-23 12:14:00-05:00,5m,-860.994,318654.0059999994
long,2024-12-23 12:26:00-05:00,21676.0,3.1,21606.5,21744.5,909564,3.1,21744.5,2024-12-23 13:37:00-05:00,TP,4238.506,322892.5119999994
long,2024-12-24 09:46:00-05:00,21876.0,3.2,21799.25,21950.25,910784,3.2,21950.25,2024-12-24 10:42:00-05:00,TP,4743.232,327635.7439999994
long,2024-12-26 11:22:00-05:00,22009.25,3.2,21956.0,22060.0,912034,3.2,21990.0,2024-12-26 11:24:00-05:00,5m,-1240.768,326394.97599999944
long,2024-12-26 11:31:00-05:00,22011.5,3.2,21956.0,22060.0,912043,3.2,22060.0,2024-12-26 12:15:00-05:00,TP,3095.2320000000004,329490.2079999994
long,2024-12-26 12:54:00-05:00,22013.0,3.2,21956.0,22060.0,912126,3.2,22005.5,2024-12-26 12:59:00-05:00,5m,-488.76800000000003,329001.4399999994
long,2024-12-26 13:01:00-05:00,22010.0,3.2,21956.0,22060.0,912133,3.2,22044.25,2024-12-26 14:59:00-05:00,EOD,2183.232,331184.67199999944
short,2024-12-27 10:00:00-05:00,21655.0,3.3,21863.0,21500.5,913332,3.3,21644.5,2024-12-27 11:29:00-05:00,VWAP,683.958,331868.6299999994
short,2024-12-30 09:57:00-05:00,21297.25,3.3,21416.0,21203.0,914709,3.3,21335.75,2024-12-30 10:12:00-05:00,VWAP,-2550.042,329318.58799999946
short,2024-12-31 11:02:00-05:00,21357.5,3.2,21488.5,21247.5,916154,3.2,21247.5,2024-12-31 12:32:00-05:00,TP,7031.232,336349.8199999995
long,2025-01-06 09:55:00-05:00,21838.75,3.3,21723.5,21930.0,920226,3.3,21819.5,2025-01-06 09:59:00-05:00,5m,-1279.542,335070.27799999947
long,2025-01-06 10:02:00-05:00,21827.75,3.3,21723.5,21930.0,920233,3.3,21832.25,2025-01-06 12:15:00-05:00,VWAP,287.958,335358.23599999945
long,2025-01-08 11:51:00-05:00,21391.25,3.3,21289.75,21479.75,923102,3.3,21384.0,2025-01-08 11:54:00-05:00,5m,-487.5419999999999,334870.6939999995
long,2025-01-08 11:56:00-05:00,21388.0,3.3,21289.75,21479.75,923107,3.3,21327.0,2025-01-08 12:07:00-05:00,VWAP,-4035.0419999999995,330835.6519999995
short,2025-01-08 13:00:00-05:00,21289.5,3.3,21384.75,21194.75,923171,3.3,21319.0,2025-01-08 13:02:00-05:00,VWAP,-1956.042,328879.6099999995
long,2025-01-15 09:56:00-05:00,21322.75,3.2,21186.75,21429.25,929437,3.2,21329.25,2025-01-15 10:58:00-05:00,VWAP,407.23199999999997,329286.8419999995
short,2025-01-16 10:05:00-05:00,21391.5,3.2,21498.0,21311.5,930826,3.2,21407.0,2025-01-16 10:09:00-05:00,5m,-1000.768,328286.0739999995
short,2025-01-16 13:05:00-05:00,21397.75,3.2,21498.0,21311.5,931006,3.2,21402.5,2025-01-16 13:06:00-05:00,VWAP,-312.76800000000003,327973.3059999995
long,2025-01-17 13:32:00-05:00,21656.25,3.2,21492.25,21815.25,932413,3.2,21644.25,2025-01-17 13:34:00-05:00,5m,-776.7680000000001,327196.5379999995
long,2025-01-17 13:37:00-05:00,21655.0,3.2,21492.25,21815.25,932418,3.2,21622.5,2025-01-17 14:59:00-05:00,EOD,-2088.768,325107.7699999995
long,2025-01-22 09:50:00-05:00,21985.0,3.2,21902.5,22061.0,936091,3.2,21991.5,2025-01-22 11:00:00-05:00,VWAP,407.23199999999997,325515.0019999995
long,2025-01-23 11:09:00-05:00,21919.25,3.2,21866.0,21966.0,937550,3.2,21966.0,2025-01-23 11:45:00-05:00,TP,2983.232,328498.23399999953
long,2025-01-23 12:45:00-05:00,21922.0,3.2,21866.0,21966.0,937646,3.2,21966.0,2025-01-23 13:20:00-05:00,TP,2807.232,331305.46599999955
long,2025-01-24 09:51:00-05:00,22058.75,3.3,21999.75,22105.25,938852,3.3,22038.25,2025-01-24 10:02:00-05:00,VWAP,-1362.0419999999997,329943.42399999953
short,2025-01-24 11:56:00-05:00,21995.0,3.2,22052.5,21947.0,938977,3.2,21947.0,2025-01-24 12:55:00-05:00,TP,3063.2320000000004,333006.6559999995
long,2025-01-27 10:24:00-05:00,21314.0,3.3,21109.0,21497.0,940265,3.3,21298.5,2025-01-27 11:03:00-05:00,VWAP,-1032.042,331974.61399999954
short,2025-01-29 13:33:00-05:00,21486.0,3.3,21606.25,21391.25,943214,3.3,21391.25,2025-01-29 14:17:00-05:00,TP,6244.458,338219.0719999996
long,2025-01-30 09:59:00-05:00,21674.0,3.3,21596.75,21740.75,944380,3.3,21646.0,2025-01-30 10:00:00-05:00,VWAP,-1857.0419999999997,336362.02999999956
long,2025-01-31 09:57:00-05:00,21838.75,3.3,21765.0,21912.0,945758,3.3,21912.0,2025-01-31 10:12:00-05:00,TP,4825.458,341187.48799999955
long,2025-02-03 10:27:00-05:00,21315.5,3.4,21177.5,21451.5,947168,3.4,21451.5,2025-02-03 10:43:00-05:00,TP,9238.684,350426.17199999955
long,2025-02-04 09:52:00-05:00,21539.5,3.5,21405.25,21641.25,948513,3.5,21641.25,2025-02-04 10:09:00-05:00,TP,7112.91,357539.0819999996
long,2025-02-05 10:00:00-05:00,21589.0,3.5,21519.0,21657.0,949901,3.5,21519.0,2025-02-05 10:03:00-05:00,SL,-4909.59,352629.4919999996
long,2025-02-05 10:39:00-05:00,21592.5,3.5,21519.0,21657.0,949940,3.5,21657.0,2025-02-05 11:43:00-05:00,TP,4505.41,357134.9019999996
long,2025-02-06 10:25:00-05:00,21795.25,3.5,21738.25,21840.75,951306,3.5,21791.25,2025-02-06 10:26:00-05:00,VWAP,-289.59,356845.31199999957
long,2025-02-06 10:27:00-05:00,21795.5,3.5,21738.25,21840.75,951308,3.5,21792.75,2025-02-06 10:29:00-05:00,5m,-202.09,356643.2219999996
long,2025-02-06 10:32:00-05:00,21792.25,3.5,21738.25,21840.75,951313,3.5,21762.5,2025-02-06 10:39:00-05:00,VWAP,-2092.09,354551.13199999963
long,2025-02-06 10:41:00-05:00,21800.0,3.5,21738.25,21840.75,951322,3.5,21781.5,2025-02-06 10:43:00-05:00,VWAP,-1304.59,353246.5419999996
long,2025-02-10 09:46:00-05:00,21803.75,3.5,21744.0,21862.0,954027,3.5,21768.75,2025-02-10 09:49:00-05:00,VWAP,-2459.59,350786.9519999996
long,2025-02-10 10:03:00-05:00,21805.5,3.5,21744.0,21862.0,954044,3.5,21862.0,2025-02-10 10:22:00-05:00,TP,3945.41,354732.3619999996
long,2025-02-11 10:12:00-05:00,21800.0,3.5,21700.75,21892.25,955433,3.5,21807.5,2025-02-11 11:52:00-05:00,VWAP,515.41,355247.77199999965
long,2025-02-12 11:12:00-05:00,21673.0,3.5,21536.25,21799.25,956873,3.5,21673.5,2025-02-12 11:14:00-05:00,5m,25.41,355273.1819999996
long,2025-02-12 11:15:00-05:00,21668.25,3.5,21536.25,21799.25,956876,3.5,21656.5,2025-02-12 11:22:00-05:00,VWAP,-832.09,354441.0919999996
long,2025-02-12 11:23:00-05:00,21677.75,3.5,21536.25,21799.25,956884,3.5,21667.25,2025-02-12 11:24:00-05:00,5m,-744.59,353696.50199999963
long,2025-02-12 11:30:00-05:00,21674.0,3.5,21536.25,21799.25,956891,3.5,21799.25,2025-02-12 12:17:00-05:00,TP,8757.91,362454.41199999966
long,2025-02-13 10:16:00-05:00,21953.25,3.6,21834.75,22067.25,958196,3.6,21946.5,2025-02-13 12:00:00-05:00,VWAP,-495.864,361958.5479999996
long,2025-02-13 12:01:00-05:00,21970.0,3.6,21834.75,22067.25,958301,3.6,21956.0,2025-02-13 12:30:00-05:00,VWAP,-1017.864,360940.68399999966
long,2025-02-13 12:58:00-05:00,21958.5,3.6,21834.75,22067.25,958358,3.6,21966.5,2025-02-13 12:59:00-05:00,5m,566.136,361506.8199999996
long,2025-02-13 13:05:00-05:00,21959.5,3.6,21834.75,22067.25,958365,3.6,21955.25,2025-02-13 13:06:00-05:00,VWAP,-315.864,361190.95599999966
long,2025-02-14 10:16:00-05:00,22151.5,3.6,22090.0,22186.0,959576,3.6,22127.25,2025-02-14 10:19:00-05:00,5m,-1755.864,359435.0919999996
long,2025-02-14 10:20:00-05:00,22138.75,3.5,22090.0,22186.0,959580,3.5,22123.75,2025-02-14 10:33:00-05:00,VWAP,-1059.59,358375.50199999963
long,2025-02-14 10:52:00-05:00,22139.75,3.5,22090.0,22186.0,959612,3.5,22126.0,2025-02-14 11:19:00-05:00,VWAP,-972.09,357403.41199999966
long,2025-02-14 11:27:00-05:00,22142.75,3.5,22090.0,22186.0,959647,3.5,22129.5,2025-02-14 11:33:00-05:00,VWAP,-937.09,356466.32199999964
long,2025-02-17 11:32:00-05:00,22244.5,3.5,22192.5,22293.5,961032,3.5,22239.75,2025-02-17 11:34:00-05:00,5m,-342.09,356124.2319999996
long,2025-02-17 11:45:00-05:00,22243.5,3.5,22192.5,22293.5,961045,3.5,22231.0,2025-02-17 18:00:00-05:00,EOD,-884.59,355239.64199999964
short,2025-02-19 10:55:00-05:00,22170.0,3.5,22221.5,22123.5,963515,3.5,22174.0,2025-02-19 11:00:00-05:00,VWAP,-289.59,354950.0519999997
long,2025-02-19 12:23:00-05:00,22222.75,3.5,22172.5,22270.5,963603,3.5,22216.25,2025-02-19 12:24:00-05:00,5m,-464.59,354485.46199999965
long,2025-02-19 12:28:00-05:00,22221.75,3.5,22172.5,22270.5,963608,3.5,22270.5,2025-02-19 14:15:00-05:00,TP,3402.91,357888.3719999996
short,2025-02-21 10:00:00-05:00,22089.0,3.5,22188.0,22007.5,966220,3.5,22007.5,2025-02-21 10:27:00-05:00,TP,5695.41,363583.78199999966
long,2025-02-28 11:16:00-05:00,20649.5,3.6,20460.5,20829.5,973195,3.6,20688.25,2025-02-28 11:19:00-05:00,5m,2780.136,366363.91799999966
long,2025-02-28 11:31:00-05:00,20653.0,3.6,20460.5,20829.5,973210,3.6,20638.0,2025-02-28 12:42:00-05:00,VWAP,-1089.864,365274.05399999965
long,2025-03-04 13:16:00-05:00,20434.0,3.6,20260.0,20600.0,976075,3.6,20426.75,2025-03-04 13:19:00-05:00,5m,-531.864,364742.18999999965
long,2025-03-04 13:39:00-05:00,20434.0,3.6,20260.0,20600.0,976098,3.6,20600.0,2025-03-04 14:23:00-05:00,TP,11942.136,376684.32599999965
long,2025-03-05 13:09:00-05:00,20468.0,3.7,20313.75,20597.75,977448,3.7,20597.75,2025-03-05 14:00:00-05:00,TP,9591.362,386275.6879999996
short,2025-03-10 10:00:00-04:00,19766.5,3.8,19904.5,19670.5,981399,3.8,19670.5,2025-03-10 10:20:00-04:00,TP,7285.587999999999,393561.2759999996
long,2025-03-11 10:00:00-04:00,19577.5,3.9,19385.75,19719.75,982779,3.9,19458.75,2025-03-11 10:02:00-04:00,VWAP,-9273.186,384288.0899999996
short,2025-03-11 12:43:00-04:00,19378.5,3.8,19552.75,19218.75,982942,3.8,19218.75,2025-03-11 13:26:00-04:00,TP,12130.588,396418.6779999996
long,2025-03-14 09:50:00-04:00,19616.25,3.9,19450.75,19750.25,986909,3.9,19554.5,2025-03-14 09:57:00-04:00,VWAP,-4827.186,391591.4919999996
long,2025-03-14 10:59:00-04:00,19610.25,3.9,19450.75,19750.25,986978,3.9,19674.25,2025-03-14 14:59:00-04:00,EOD,4981.314,396572.80599999963
short,2025-03-17 12:00:00-04:00,19670.5,3.9,19847.75,19518.75,988419,3.9,19693.75,2025-03-17 12:04:00-04:00,5m,-1824.186,394748.61999999965
short,2025-03-18 10:11:00-04:00,19474.5,3.9,19693.5,19316.5,989689,3.9,19525.5,2025-03-18 10:41:00-04:00,VWAP,-3988.686,390759.93399999966
short,2025-03-18 13:19:00-04:00,19489.25,3.9,19693.5,19316.5,989877,3.9,19518.75,2025-03-18 13:21:00-04:00,VWAP,-2311.686,388448.2479999997
short,2025-03-18 13:23:00-04:00,19495.0,3.8,19693.5,19316.5,989881,3.8,19503.5,2025-03-18 13:24:00-04:00,VWAP,-656.412,387791.83599999966
long,2025-03-19 10:47:00-04:00,19622.75,3.8,19504.25,19717.75,991101,3.8,19606.75,2025-03-19 10:52:00-04:00,VWAP,-1226.412,386565.42399999965
long,2025-03-19 11:02:00-04:00,19612.75,3.8,19504.25,19717.75,991116,3.8,19717.75,2025-03-19 11:51:00-04:00,TP,7969.588,394535.01199999964
long,2025-03-21 11:27:00-04:00,19717.0,3.9,19607.5,19815.5,993899,3.9,19716.0,2025-03-21 11:29:00-04:00,VWAP,-88.686,394446.32599999965
long,2025-03-21 11:30:00-04:00,19724.0,3.9,19607.5,19815.5,993902,3.9,19704.75,2025-03-21 11:41:00-04:00,VWAP,-1512.186,392934.13999999966
long,2025-03-21 11:54:00-04:00,19717.75,3.9,19607.5,19815.5,993926,3.9,19712.5,2025-03-21 11:59:00-04:00,VWAP,-420.1859999999999,392513.9539999997
long,2025-03-24 09:48:00-04:00,20300.75,3.9,20229.25,20356.75,995180,3.9,20281.0,2025-03-24 10:09:00-04:00,VWAP,-1551.1859999999997,390962.7679999997
long,2025-03-24 10:10:00-04:00,20293.5,3.9,20229.25,20356.75,995202,3.9,20356.75,2025-03-24 10:49:00-04:00,TP,4922.814,395885.5819999997
long,2025-03-25 10:21:00-04:00,20432.5,3.9,20369.0,20489.0,996593,3.9,20489.0,2025-03-25 10:52:00-04:00,TP,4396.314,400281.8959999997
long,2025-03-25 12:19:00-04:00,20434.5,4.0,20369.0,20489.0,996711,4.0,20434.0,2025-03-25 12:27:00-04:00,VWAP,-50.96,400230.93599999975
long,2025-03-27 11:42:00-04:00,20077.5,4.0,19937.25,20207.25,999434,4.0,20074.75,2025-03-27 11:44:00-04:00,VWAP,-230.96,399999.9759999998
long,2025-03-27 11:51:00-04:00,20079.75,3.9,19937.25,20207.25,999443,3.9,20064.75,2025-03-27 11:52:00-04:00,VWAP,-1180.686,398819.2899999998
long,2025-03-27 11:55:00-04:00,20075.75,3.9,19937.25,20207.25,999447,3.9,20068.5,2025-03-27 11:56:00-04:00,VWAP,-576.186,398243.1039999998
long,2025-03-27 12:06:00-04:00,20092.0,3.9,19937.25,20207.25,999458,3.9,20073.75,2025-03-27 12:37:00-04:00,VWAP,-1434.186,396808.91799999983
long,2025-03-31 12:12:00-04:00,19195.75,3.9,19003.75,19379.75,1002224,3.9,19194.5,2025-03-31 12:14:00-04:00,5m,-108.186,396700.73199999984
long,2025-03-31 12:15:00-04:00,19196.25,3.9,19003.75,19379.75,1002227,3.9,19379.75,2025-03-31 14:31:00-04:00,TP,14302.314,411003.04599999986
long,2025-04-07 09:51:00-04:00,16986.0,4.1,16673.5,17286.5,1008980,4.1,17286.5,2025-04-07 09:59:00-04:00,TP,24629.766,435632.8119999998
long,2025-04-08 09:53:00-04:00,18208.25,4.3,18059.25,18344.75,1010362,4.3,18344.75,2025-04-08 10:17:00-04:00,TP,11727.217999999999,447360.0299999998
long,2025-04-09 10:02:00-04:00,17558.5,4.4,17202.25,17905.75,1011751,4.4,17393.25,2025-04-09 10:07:00-04:00,VWAP,-14554.056,432805.9739999998
long,2025-04-09 13:01:00-04:00,17556.25,4.3,17202.25,17905.75,1011930,4.3,17905.75,2025-04-09 13:19:00-04:00,TP,30045.218,462851.1919999998
long,2025-04-11 12:28:00-04:00,18592.0,4.6,18351.25,18788.75,1014657,4.6,18568.0,2025-04-11 12:29:00-04:00,5m,-2220.604,460630.5879999998
long,2025-04-11 12:30:00-04:00,18606.5,4.6,18351.25,18788.75,1014659,4.6,18788.75,2025-04-11 12:52:00-04:00,TP,16754.396,477384.9839999998
long,2025-04-15 09:49:00-04:00,19088.5,4.7,18968.5,19203.5,1017258,4.7,19049.25,2025-04-15 10:17:00-04:00,VWAP,-3702.378,473682.6059999998
long,2025-04-15 12:27:00-04:00,19088.25,4.7,18968.5,19203.5,1017416,4.7,19068.0,2025-04-15 12:29:00-04:00,5m,-1916.378,471766.22799999977
short,2025-04-16 13:23:00-04:00,18550.5,4.7,18679.5,18467.0,1018852,4.7,18467.0,2025-04-16 13:33:00-04:00,TP,7836.122,479602.34999999974
short,2025-04-17 12:00:00-04:00,18355.0,4.7,18509.5,18255.5,1020149,4.7,18400.5,2025-04-17 12:07:00-04:00,VWAP,-4289.878,475312.4719999997
short,2025-04-17 12:12:00-04:00,18342.75,4.7,18509.5,18255.5,1020161,4.7,18393.5,2025-04-17 12:14:00-04:00,VWAP,-4783.378,470529.0939999997
long,2025-04-22 09:54:00-04:00,18221.0,4.7,18100.5,18327.5,1022783,4.7,18327.5,2025-04-22 10:46:00-04:00,TP,9998.122,480527.21599999967
long,2025-04-23 10:43:00-04:00,19121.75,4.8,18916.5,19308.5,1024212,4.8,19121.75,2025-04-23 10:44:00-04:00,5m,-13.152000000000001,480514.06399999966
long,2025-04-23 10:45:00-04:00,19117.75,4.8,18916.5,19308.5,1024214,4.8,19104.0,2025-04-23 10:49:00-04:00,5m,-1333.152,479180.91199999966
short,2025-04-23 13:00:00-04:00,18883.25,4.7,19112.5,18720.5,1024349,4.7,18917.75,2025-04-23 13:04:00-04:00,5m,-3255.878,475925.03399999964
short,2025-04-23 13:33:00-04:00,18904.75,4.7,19112.5,18720.5,1024382,4.7,18869.5,2025-04-23 14:59:00-04:00,EOD,3300.622,479225.6559999996
long,2025-04-24 09:46:00-04:00,18976.0,4.7,18846.5,19080.5,1025535,4.7,19080.5,2025-04-24 10:04:00-04:00,TP,9810.122,489035.7779999996
long,2025-04-25 11:54:00-04:00,19365.25,4.8,19256.0,19471.5,1027043,4.8,19362.75,2025-04-25 11:59:00-04:00,5m,-253.152,488782.6259999996
long,2025-04-25 12:00:00-04:00,19367.75,4.8,19256.0,19471.5,1027049,4.8,19471.5,2025-04-25 13:02:00-04:00,TP,9946.848,498729.4739999996
long,2025-04-28 09:48:00-04:00,19608.75,4.9,19482.75,19715.75,1028297,4.9,19586.5,2025-04-28 09:49:00-04:00,5m,-2193.926,496535.5479999996
long,2025-05-01 12:08:00-04:00,19992.5,4.9,19888.25,20093.25,1032577,4.9,19983.5,2025-05-01 12:10:00-04:00,VWAP,-895.426,495640.1219999996
long,2025-05-01 12:37:00-04:00,19991.25,4.9,19888.25,20093.25,1032606,4.9,19981.5,2025-05-01 12:38:00-04:00,VWAP,-968.9260000000002,494671.19599999965
long,2025-05-02 10:05:00-04:00,20129.0,4.9,20031.0,20219.0,1033834,4.9,20219.0,2025-05-02 12:01:00-04:00,TP,8806.574000000002,503477.76999999967
long,2025-05-05 10:25:00-04:00,20060.75,5.0,19985.25,20121.25,1035234,5.0,20047.0,2025-05-05 10:28:00-04:00,VWAP,-1388.7,502089.06999999966
long,2025-05-05 10:29:00-04:00,20059.5,5.0,19985.25,20121.25,1035238,5.0,20041.0,2025-05-05 10:32:00-04:00,VWAP,-1863.7,500225.36999999965
long,2025-05-05 10:38:00-04:00,20061.75,5.0,19985.25,20121.25,1035247,5.0,20121.25,2025-05-05 11:22:00-04:00,TP,5936.3,506161.66999999963
short,2025-05-07 12:42:00-04:00,19854.0,5.0,19934.75,19797.25,1038131,5.0,19869.75,2025-05-07 12:44:00-04:00,5m,-1588.7,504572.9699999996
short,2025-05-07 13:51:00-04:00,19849.0,5.0,19934.75,19797.25,1038200,5.0,19797.25,2025-05-07 14:00:00-04:00,TP,5161.3,509734.2699999996
short,2025-05-08 10:22:00-04:00,20060.75,5.0,20174.0,20021.5,1039371,5.0,20065.25,2025-05-08 10:24:00-04:00,5m,-463.7,509270.5699999996
short,2025-05-15 09:47:00-04:00,21275.0,5.0,21339.25,21216.25,1046236,5.0,21299.0,2025-05-15 09:53:00-04:00,VWAP,-2413.7,506856.8699999996
long,2025-05-21 10:37:00-04:00,21378.75,5.0,21277.0,21468.0,1051806,5.0,21468.0,2025-05-21 11:03:00-04:00,TP,8911.3,515768.1699999996
long,2025-05-22 10:23:00-04:00,21241.0,5.1,21113.75,21325.25,1053172,5.1,21225.5,2025-05-22 10:24:00-04:00,VWAP,-1594.974,514173.1959999996
